"BM_Statistic","BM_p_value","Median_Entangled","CI_Entangled_Lower","CI_Entangled_Upper","Median_Control","CI_Control_Lower","CI_Control_Upper"
-2.98969709238523,0.00250928516630935,0.199309827456864,0.120022505626407,0.549126867241742,0.0795873968492123,0.0399924981245311,0.121266926358746
